customer_id,name,city,age,gender
259,Customer_259,AHMEDABAD,50,Female
260,Customer_260,KOLKATA,45,Male
261,Customer_261,DELHI,26,Female
262,Customer_262,HYDERABAD,29,Male
263,Customer_263,BANGALORE,22,Female
264,Customer_264,DELHI,45,Female
265,Customer_265,KOLKATA,52,Female
266,Customer_266,MUMBAI,22,Male
267,Customer_267,CHENNAI,40,Male
268,Customer_268,AHMEDABAD,63,Female
269,Customer_269,JAIPUR,51,Female
270,Customer_270,KOLKATA,30,Female
271,Customer_271,HYDERABAD,56,Female
272,Customer_272,AHMEDABAD,59,Female
273,Customer_273,AHMEDABAD,62,Female
274,Customer_274,AHMEDABAD,31,Male
275,Customer_275,DELHI,28,Male
276,Customer_276,CHENNAI,59,Male
277,Customer_277,DELHI,55,Male
278,Customer_278,HYDERABAD,21,Female
279,Customer_279,DELHI,50,Female
280,Customer_280,MUMBAI,24,Female
281,Customer_281,CHENNAI,58,Male
282,Customer_282,CHENNAI,40,Male
283,Customer_283,HYDERABAD,54,Female
284,Customer_284,JAIPUR,27,Male
285,Customer_285,MUMBAI,60,Male
286,Customer_286,KOLKATA,40,Female
287,Customer_287,DELHI,55,Female
288,Customer_288,BANGALORE,32,Female
289,Customer_289,DELHI,22,Male
290,Customer_290,AHMEDABAD,46,Female
291,Customer_291,DELHI,36,Female
292,Customer_292,KOLKATA,27,Female
293,Customer_293,DELHI,29,Male
294,Customer_294,MUMBAI,21,Male
295,Customer_295,MUMBAI,48,Female
296,Customer_296,CHENNAI,35,Female
297,Customer_297,HYDERABAD,33,Male
298,Customer_298,UNKNOWN,57,Male
299,Customer_299,BANGALORE,53,Female
300,Customer_300,AHMEDABAD,42,Male
301,Customer_301,DELHI,40,Female
302,Customer_302,DELHI,29,Female
303,Customer_303,KOLKATA,51,Male
304,Customer_304,HYDERABAD,53,Female
305,Customer_305,MUMBAI,54,Female
306,Customer_306,BANGALORE,20,Male
307,Customer_307,CHENNAI,26,Female
308,Customer_308,MUMBAI,35,Male
309,Customer_309,AHMEDABAD,60,Female
310,Customer_310,HYDERABAD,52,Female
311,Customer_311,UNKNOWN,51,Male
312,Customer_312,JAIPUR,58,Male
313,Customer_313,CHENNAI,31,Male
314,Customer_314,UNKNOWN,21,Male
315,Customer_315,KOLKATA,46,Male
316,Customer_316,AHMEDABAD,58,Male
317,Customer_317,KOLKATA,62,Female
318,Customer_318,DELHI,32,Male
319,Customer_319,JAIPUR,45,Female
320,Customer_320,HYDERABAD,59,Male
321,Customer_321,AHMEDABAD,33,Female
322,Customer_322,BANGALORE,29,Female
323,Customer_323,UNKNOWN,22,Male
324,Customer_324,MUMBAI,51,Female
325,Customer_325,HYDERABAD,59,Female
326,Customer_326,HYDERABAD,18,Female
327,Customer_327,UNKNOWN,56,Male
328,Customer_328,JAIPUR,49,Male
329,Customer_329,AHMEDABAD,43,Female
330,Customer_330,AHMEDABAD,34,Male
331,Customer_331,DELHI,44,Male
332,Customer_332,DELHI,41,Female
333,Customer_333,CHENNAI,52,Female
334,Customer_334,KOLKATA,63,Male
335,Customer_335,HYDERABAD,59,Male
336,Customer_336,AHMEDABAD,56,Male
337,Customer_337,BANGALORE,43,Female
338,Customer_338,KOLKATA,55,Male
339,Customer_339,CHENNAI,40,Male
340,Customer_340,CHENNAI,39,Male
341,Customer_341,KOLKATA,21,Female
342,Customer_342,UNKNOWN,26,Female
343,Customer_343,KOLKATA,21,Female
344,Customer_344,MUMBAI,24,Male
345,Customer_345,KOLKATA,40,Male
346,Customer_346,JAIPUR,40,Female
347,Customer_347,KOLKATA,41,Male
348,Customer_348,CHENNAI,40,Male
349,Customer_349,AHMEDABAD,48,Male
350,Customer_350,JAIPUR,64,Female
351,Customer_351,CHENNAI,48,Male
352,Customer_352,UNKNOWN,64,Male
353,Customer_353,DELHI,57,Female
354,Customer_354,AHMEDABAD,60,Male
355,Customer_355,AHMEDABAD,51,Female
356,Customer_356,JAIPUR,41,Male
357,Customer_357,MUMBAI,43,Female
358,Customer_358,AHMEDABAD,33,Female
359,Customer_359,DELHI,64,Male
360,Customer_360,KOLKATA,30,Male
361,Customer_361,CHENNAI,32,Female
362,Customer_362,DELHI,44,Male
363,Customer_363,DELHI,21,Female
364,Customer_364,MUMBAI,33,Male
365,Customer_365,JAIPUR,47,Male
366,Customer_366,JAIPUR,61,Male
367,Customer_367,HYDERABAD,47,Male
368,Customer_368,MUMBAI,53,Female
369,Customer_369,KOLKATA,20,Female
370,Customer_370,JAIPUR,39,Male
371,Customer_371,CHENNAI,39,Male
372,Customer_372,AHMEDABAD,29,Male
373,Customer_373,MUMBAI,38,Male
374,Customer_374,AHMEDABAD,21,Male
375,Customer_375,DELHI,48,Female
376,Customer_376,CHENNAI,61,Female
377,Customer_377,CHENNAI,48,Male
378,Customer_378,DELHI,40,Female
379,Customer_379,MUMBAI,37,Female
380,Customer_380,DELHI,32,Male
381,Customer_381,AHMEDABAD,40,Female
382,Customer_382,HYDERABAD,45,Female
383,Customer_383,CHENNAI,33,Female
384,Customer_384,BANGALORE,54,Female
385,Customer_385,BANGALORE,38,Male
386,Customer_386,UNKNOWN,32,Female
387,Customer_387,KOLKATA,34,Female
388,Customer_388,JAIPUR,54,Female
389,Customer_389,DELHI,30,Male
390,Customer_390,DELHI,36,Female
391,Customer_391,KOLKATA,47,Female
392,Customer_392,KOLKATA,62,Female
393,Customer_393,AHMEDABAD,35,Male
394,Customer_394,AHMEDABAD,31,Male
395,Customer_395,KOLKATA,53,Male
396,Customer_396,CHENNAI,53,Male
397,Customer_397,AHMEDABAD,37,Male
398,Customer_398,UNKNOWN,36,Female
399,Customer_399,AHMEDABAD,62,Male
400,Customer_400,DELHI,61,Female
401,Customer_401,AHMEDABAD,24,Male
402,Customer_402,CHENNAI,61,Male
403,Customer_403,KOLKATA,21,Male
404,Customer_404,DELHI,51,Female
405,Customer_405,AHMEDABAD,19,Female
406,Customer_406,CHENNAI,22,Female
407,Customer_407,HYDERABAD,27,Male
408,Customer_408,AHMEDABAD,49,Male
409,Customer_409,CHENNAI,40,Male
410,Customer_410,UNKNOWN,58,Male
411,Customer_411,KOLKATA,30,Male
412,Customer_412,AHMEDABAD,56,Male
413,Customer_413,HYDERABAD,22,Female
414,Customer_414,DELHI,40,Female
415,Customer_415,KOLKATA,27,Male
416,Customer_416,DELHI,55,Female
417,Customer_417,BANGALORE,44,Female
418,Customer_418,MUMBAI,38,Female
419,Customer_419,AHMEDABAD,25,Male
420,Customer_420,HYDERABAD,18,Male
421,Customer_421,MUMBAI,45,Male
422,Customer_422,MUMBAI,56,Male
423,Customer_423,HYDERABAD,31,Female
424,Customer_424,KOLKATA,38,Male
425,Customer_425,AHMEDABAD,47,Male
426,Customer_426,BANGALORE,38,Male
427,Customer_427,DELHI,26,Female
428,Customer_428,CHENNAI,34,Female
429,Customer_429,DELHI,40,Female
430,Customer_430,CHENNAI,48,Female
431,Customer_431,DELHI,57,Female
432,Customer_432,HYDERABAD,55,Male
433,Customer_433,BANGALORE,60,Female
434,Customer_434,AHMEDABAD,36,Female
435,Customer_435,CHENNAI,53,Male
436,Customer_436,AHMEDABAD,50,Male
437,Customer_437,AHMEDABAD,30,Male
438,Customer_438,AHMEDABAD,31,Female
439,Customer_439,UNKNOWN,50,Male
440,Customer_440,KOLKATA,46,Female
441,Customer_441,DELHI,60,Male
442,Customer_442,AHMEDABAD,53,Female
443,Customer_443,DELHI,40,Female
444,Customer_444,AHMEDABAD,27,Female
445,Customer_445,CHENNAI,48,Female
446,Customer_446,KOLKATA,23,Male
447,Customer_447,KOLKATA,18,Male
448,Customer_448,HYDERABAD,24,Female
449,Customer_449,JAIPUR,44,Male
450,Customer_450,HYDERABAD,38,Female
451,Customer_451,HYDERABAD,45,Male
452,Customer_452,UNKNOWN,33,Male
453,Customer_453,HYDERABAD,63,Female
454,Customer_454,HYDERABAD,40,Female
455,Customer_455,BANGALORE,37,Male
456,Customer_456,KOLKATA,55,Female
457,Customer_457,HYDERABAD,42,Male
458,Customer_458,AHMEDABAD,40,Male
459,Customer_459,KOLKATA,22,Male
460,Customer_460,KOLKATA,38,Female
461,Customer_461,MUMBAI,35,Female
462,Customer_462,BANGALORE,64,Male
463,Customer_463,HYDERABAD,23,Female
464,Customer_464,DELHI,46,Female
465,Customer_465,CHENNAI,36,Male
466,Customer_466,JAIPUR,50,Female
467,Customer_467,AHMEDABAD,18,Female
468,Customer_468,DELHI,62,Male
469,Customer_469,BANGALORE,20,Female
470,Customer_470,CHENNAI,59,Male
471,Customer_471,BANGALORE,38,Female
472,Customer_472,AHMEDABAD,52,Female
473,Customer_473,KOLKATA,58,Male
474,Customer_474,CHENNAI,57,Male
475,Customer_475,KOLKATA,20,Female
476,Customer_476,AHMEDABAD,42,Male
477,Customer_477,DELHI,62,Male
478,Customer_478,AHMEDABAD,55,Female
479,Customer_479,UNKNOWN,62,Male
480,Customer_480,CHENNAI,37,Female
481,Customer_481,CHENNAI,61,Female
482,Customer_482,HYDERABAD,62,Male
483,Customer_483,BANGALORE,51,Female
484,Customer_484,HYDERABAD,38,Male
485,Customer_485,UNKNOWN,40,Female
486,Customer_486,HYDERABAD,23,Male
487,Customer_487,KOLKATA,30,Male
488,Customer_488,CHENNAI,40,Female
489,Customer_489,DELHI,26,Male
490,Customer_490,BANGALORE,34,Male
491,Customer_491,AHMEDABAD,19,Male
492,Customer_492,BANGALORE,40,Female
493,Customer_493,DELHI,36,Female
494,Customer_494,HYDERABAD,24,Male
495,Customer_495,BANGALORE,59,Male
496,Customer_496,JAIPUR,59,Female
497,Customer_497,KOLKATA,37,Female
498,Customer_498,CHENNAI,26,Female
499,Customer_499,DELHI,34,Male
500,Customer_500,CHENNAI,44,Female
501,Customer_501,JAIPUR,64,Male
502,Customer_502,BANGALORE,19,Female
503,Customer_503,BANGALORE,53,Male
504,Customer_504,UNKNOWN,36,Female
505,Customer_505,JAIPUR,34,Male
506,Customer_506,DELHI,22,Female
507,Customer_507,AHMEDABAD,56,Female
508,Customer_508,KOLKATA,35,Male
509,Customer_509,AHMEDABAD,24,Female
510,Customer_510,MUMBAI,34,Female
511,Customer_511,DELHI,56,Female
512,Customer_512,MUMBAI,53,Female
513,Customer_513,JAIPUR,57,Male
514,Customer_514,HYDERABAD,62,Male
515,Customer_515,MUMBAI,21,Female
516,Customer_516,KOLKATA,55,Male
517,Customer_517,AHMEDABAD,42,Male
518,Customer_518,HYDERABAD,22,Male
519,Customer_519,AHMEDABAD,47,Male
520,Customer_520,MUMBAI,29,Male
521,Customer_521,AHMEDABAD,21,Female
522,Customer_522,JAIPUR,41,Male
523,Customer_523,HYDERABAD,46,Female
524,Customer_524,JAIPUR,26,Male
525,Customer_525,MUMBAI,21,Female
526,Customer_526,JAIPUR,41,Female
527,Customer_527,KOLKATA,31,Female
528,Customer_528,MUMBAI,22,Male
529,Customer_529,MUMBAI,35,Male
530,Customer_530,MUMBAI,59,Female
531,Customer_531,DELHI,36,Female
532,Customer_532,AHMEDABAD,29,Male
533,Customer_533,DELHI,35,Male
534,Customer_534,DELHI,34,Female
535,Customer_535,KOLKATA,47,Male
536,Customer_536,HYDERABAD,41,Male
537,Customer_537,AHMEDABAD,28,Male
538,Customer_538,JAIPUR,40,Male
539,Customer_539,BANGALORE,40,Male
540,Customer_540,MUMBAI,34,Male
541,Customer_541,JAIPUR,18,Female
542,Customer_542,MUMBAI,32,Female
543,Customer_543,KOLKATA,49,Female
544,Customer_544,MUMBAI,26,Female
545,Customer_545,DELHI,32,Female
546,Customer_546,AHMEDABAD,45,Female
547,Customer_547,BANGALORE,41,Male
548,Customer_548,CHENNAI,52,Male
549,Customer_549,MUMBAI,39,Female
550,Customer_550,JAIPUR,44,Female
551,Customer_551,DELHI,36,Female
552,Customer_552,CHENNAI,62,Male
553,Customer_553,BANGALORE,29,Male
554,Customer_554,CHENNAI,37,Male
555,Customer_555,DELHI,18,Male
556,Customer_556,AHMEDABAD,38,Female
557,Customer_557,AHMEDABAD,62,Female
558,Customer_558,HYDERABAD,18,Female
559,Customer_559,AHMEDABAD,27,Female
560,Customer_560,HYDERABAD,64,Male
561,Customer_561,CHENNAI,49,Male
562,Customer_562,KOLKATA,56,Female
563,Customer_563,JAIPUR,40,Male
564,Customer_564,JAIPUR,35,Male
565,Customer_565,CHENNAI,63,Male
566,Customer_566,MUMBAI,49,Male
567,Customer_567,MUMBAI,40,Female
568,Customer_568,AHMEDABAD,45,Male
569,Customer_569,JAIPUR,35,Female
570,Customer_570,JAIPUR,56,Male
571,Customer_571,HYDERABAD,46,Male
572,Customer_572,KOLKATA,35,Female
573,Customer_573,DELHI,61,Female
574,Customer_574,MUMBAI,25,Male
575,Customer_575,JAIPUR,48,Male
576,Customer_576,HYDERABAD,51,Female
577,Customer_577,BANGALORE,24,Male
578,Customer_578,HYDERABAD,53,Male
579,Customer_579,MUMBAI,35,Female
580,Customer_580,MUMBAI,55,Male
581,Customer_581,HYDERABAD,26,Male
582,Customer_582,DELHI,26,Male
583,Customer_583,CHENNAI,63,Male
584,Customer_584,MUMBAI,25,Male
585,Customer_585,HYDERABAD,52,Female
586,Customer_586,JAIPUR,35,Male
587,Customer_587,HYDERABAD,22,Female
588,Customer_588,KOLKATA,31,Female
589,Customer_589,CHENNAI,45,Male
590,Customer_590,BANGALORE,47,Female
591,Customer_591,DELHI,21,Male
592,Customer_592,AHMEDABAD,56,Female
593,Customer_593,BANGALORE,37,Female
594,Customer_594,CHENNAI,42,Female
595,Customer_595,CHENNAI,45,Male
596,Customer_596,CHENNAI,40,Female
597,Customer_597,BANGALORE,19,Female
598,Customer_598,JAIPUR,60,Female
599,Customer_599,CHENNAI,31,Male
600,Customer_600,HYDERABAD,39,Male
601,Customer_601,BANGALORE,48,Female
602,Customer_602,AHMEDABAD,40,Female
603,Customer_603,CHENNAI,37,Female
604,Customer_604,HYDERABAD,40,Female
605,Customer_605,UNKNOWN,21,Male
606,Customer_606,KOLKATA,32,Male
607,Customer_607,JAIPUR,41,Male
608,Customer_608,AHMEDABAD,42,Female
609,Customer_609,CHENNAI,18,Male
610,Customer_610,AHMEDABAD,24,Female
611,Customer_611,BANGALORE,48,Female
612,Customer_612,MUMBAI,29,Female
613,Customer_613,CHENNAI,59,Male
614,Customer_614,MUMBAI,22,Female
615,Customer_615,HYDERABAD,61,Male
616,Customer_616,KOLKATA,59,Female
617,Customer_617,DELHI,55,Male
618,Customer_618,AHMEDABAD,29,Female
619,Customer_619,UNKNOWN,56,Male
620,Customer_620,KOLKATA,35,Female
621,Customer_621,CHENNAI,19,Male
622,Customer_622,MUMBAI,27,Female
623,Customer_623,JAIPUR,32,Female
624,Customer_624,MUMBAI,47,Female
625,Customer_625,BANGALORE,61,Male
626,Customer_626,MUMBAI,40,Female
627,Customer_627,BANGALORE,21,Female
628,Customer_628,HYDERABAD,24,Female
629,Customer_629,JAIPUR,58,Male
630,Customer_630,JAIPUR,48,Female
631,Customer_631,DELHI,40,Female
632,Customer_632,CHENNAI,51,Male
633,Customer_633,BANGALORE,23,Female
634,Customer_634,DELHI,55,Male
635,Customer_635,MUMBAI,62,Female
636,Customer_636,MUMBAI,51,Male
637,Customer_637,DELHI,61,Male
638,Customer_638,JAIPUR,32,Male
639,Customer_639,MUMBAI,31,Female
640,Customer_640,AHMEDABAD,23,Female
641,Customer_641,HYDERABAD,54,Male
642,Customer_642,HYDERABAD,49,Female
643,Customer_643,AHMEDABAD,20,Female
644,Customer_644,DELHI,20,Male
645,Customer_645,AHMEDABAD,39,Male
646,Customer_646,BANGALORE,39,Male
647,Customer_647,BANGALORE,27,Male
648,Customer_648,DELHI,20,Female
649,Customer_649,AHMEDABAD,29,Female
650,Customer_650,BANGALORE,46,Female
651,Customer_651,JAIPUR,34,Female
652,Customer_652,AHMEDABAD,24,Female
653,Customer_653,JAIPUR,30,Female
654,Customer_654,BANGALORE,19,Male
655,Customer_655,HYDERABAD,21,Female
656,Customer_656,BANGALORE,27,Female
657,Customer_657,JAIPUR,56,Female
658,Customer_658,KOLKATA,41,Male
659,Customer_659,CHENNAI,34,Male
660,Customer_660,MUMBAI,23,Female
661,Customer_661,AHMEDABAD,36,Male
662,Customer_662,KOLKATA,22,Male
663,Customer_663,BANGALORE,49,Female
664,Customer_664,HYDERABAD,27,Female
665,Customer_665,DELHI,26,Female
666,Customer_666,BANGALORE,44,Male
667,Customer_667,HYDERABAD,30,Male
668,Customer_668,CHENNAI,36,Female
669,Customer_669,BANGALORE,38,Male
670,Customer_670,JAIPUR,41,Male
671,Customer_671,DELHI,55,Male
672,Customer_672,HYDERABAD,21,Female
673,Customer_673,HYDERABAD,41,Female
674,Customer_674,HYDERABAD,52,Female
675,Customer_675,CHENNAI,20,Female
676,Customer_676,BANGALORE,21,Female
677,Customer_677,CHENNAI,54,Male
678,Customer_678,AHMEDABAD,57,Male
679,Customer_679,MUMBAI,52,Male
680,Customer_680,MUMBAI,48,Male
681,Customer_681,AHMEDABAD,61,Male
682,Customer_682,UNKNOWN,42,Male
683,Customer_683,JAIPUR,57,Female
684,Customer_684,CHENNAI,30,Female
685,Customer_685,DELHI,21,Male
686,Customer_686,HYDERABAD,63,Female
687,Customer_687,HYDERABAD,31,Male
688,Customer_688,UNKNOWN,30,Male
689,Customer_689,JAIPUR,44,Female
690,Customer_690,MUMBAI,23,Female
691,Customer_691,MUMBAI,34,Male
